1.000000000000089484e+00 2.138179136621800036e-01 1.086558269423222090e+00 4.101540087189852000e-04 6.328621786550585066e-04 1.292044304577574278e-02
1.000000000000071720e+00 2.130984033775244202e-01 1.474365970517884206e+00 -1.170031171042628451e-05 8.117312591798756926e-04 -2.398753591266589505e-03
1.000000000000318412e+00 2.123156982505742807e-01 1.511642313452745467e+00 -2.598665186377023734e-04 9.250160132096274784e-04 -1.894489078027705026e-02
1.000000000000523137e+00 2.124369310624676099e-01 1.464075531817254472e+00 -1.333432556942483135e-04 -2.257036486613437178e-04 -1.055235247909741408e-01
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
9.999999999997306599e-01 2.175204204623160109e-01 -3.973509723411794425e-01 6.170554730916614746e-04 -2.193018661205723124e-03 -1.971454528186639132e-02
1.000000000000005107e+00 2.207972892404013177e-01 -1.051023124668707620e+00 4.432704458826325225e-04 -2.286139315776264044e-03 -1.293217616692320104e-02
9.999999999999852340e-01 2.217869920840425946e-01 -1.446208879863510877e+00 1.427580377178335998e-03 -2.597145310218793284e-03 2.433998061260246593e-03
9.999999999999976685e-01 2.206564081134650968e-01 -1.187582243258161308e+00 1.166452396921366650e-05 -6.158179619344940304e-04 8.227171704406880184e-03
9.999999999999978906e-01 2.214886156652326188e-01 -1.357528436370378122e+00 -5.672561192458798989e-05 -1.074724990689119057e-03 -2.995682393019664068e-03
9.999999999999971134e-01 2.230973171075502359e-01 -1.778164593467582710e+00 -2.401577840677808842e-03 7.182526876051288211e-04 1.372513253153602453e-02
9.999999999999966693e-01 2.236001642314400240e-01 -1.971142768150124125e+00 -1.821842917597052544e-03 3.834389786692133750e-04 1.077008330816409121e-02
9.999999999999961142e-01 2.234357948495286905e-01 -1.915118007799845756e+00 -6.772990626332153676e-05 -3.822068646848925414e-04 4.462231503610036148e-03
9.999999999999976685e-01 2.230773375833128014e-01 -1.839831418316176803e+00 -2.300976535234913831e-03 7.611343734529313473e-04 5.843996065119744189e-04
9.999999999999997780e-01 2.226850191717785199e-01 -1.557386008440424741e+00 9.458565506588283416e-05 -1.162209631697205380e-03 -1.775515207561382007e-03
9.999999999999966693e-01 2.234268703122927191e-01 -1.872723317146844479e+00 7.251123935159689213e-04 -1.360625254025719152e-03 -4.937384531747603805e-03
9.999999999999958922e-01 2.226612535931837555e-01 -1.828922581035273387e+00 2.302377639603329050e-03 -2.587728337690257778e-03 1.842425062781989295e-02
9.999999999999957812e-01 2.239485761920719520e-01 -2.165936948567813491e+00 1.266368623353980767e-03 -3.300037361060389942e-03 2.196345579572506201e-02
9.999999999999988898e-01 2.200292612523092328e-01 -1.162087634757489774e+00 1.353948930733269969e-03 -2.285954269980147811e-03 2.324998747734203022e-02
1.000000000000000888e+00 2.176026795513975043e-01 -4.492350080052759376e-01 1.377939575089125526e-03 -1.565126403866088809e-03 -7.548002721977933004e-03
9.999999999999984457e-01 2.141366847690732433e-01 7.027248635264476961e-01 1.019728390489804465e-03 -7.286400250274615111e-05 -1.292609346278523509e-02
9.999999999999996669e-01 2.156816143547767017e-01 4.155056843542997425e-01 5.483232414742436785e-04 -8.732710965851767137e-04 8.999073592509010400e-03
9.999999999999988898e-01 2.149457218827555138e-01 5.093840355889395211e-01 5.155993073555875357e-04 -9.960752952944572011e-04 3.764101665279808839e-03
1.000000000000000222e+00 2.135456479245977646e-01 8.379812119331087050e-01 5.531276667849986802e-04 -3.753895635662100904e-04 -5.418398087288150283e-03
1.000000000000000444e+00 2.137896600594969276e-01 8.888542147964069162e-01 2.006252174052984192e-04 1.014121104795149327e-03 9.222092956308051070e-04
